n_features,n_classes,K,ovr_union_fidelity_test,ovr_union_complexity,ovr_exact_fidelity_test,ovr_exact_complexity,ovr_union_half_fidelity_test,ovr_union_half_complexity,pairwise_lime_fidelity_test,pairwise_lime_complexity,pairwise_lime_brier_test,contrastive_fidelity_test,contrastive_complexity,contrastive_brier_test,logistic_fidelity_test,logistic_complexity,logistic_brier_test,seed
8,3,2,0.7893218450220232,3,0.7817012863676299,2,0.7856969969603198,2,0.7357660548175532,2,0.032155548749542406,0.7487608316236126,2,0.03187011884574601,0.788838324505169,2,0.034207796382944695,3
8,3,4,0.8367470555065708,5,0.8222304558786074,4,0.7893218450220232,3,0.8160686909010978,4,0.022010570992766994,0.8075723362134954,4,0.01990436975521467,0.812848184551847,4,0.02092505956907519,3
8,3,2,0.8086397965355727,4,0.8135753900088688,2,0.7655155981521196,2,0.78443109024239,2,0.015228842174389282,0.7737186905310838,2,0.014923464681426997,0.8144481169643863,2,0.014438277574476247,3
8,3,4,0.818002591240756,4,0.818002591240756,4,0.8086397965355727,4,0.8272199070685056,4,0.010918137586827862,0.8276832935530959,4,0.010899496177815474,0.8229381566483862,4,0.010844753781813314,3
8,3,2,0.7455784262208317,4,0.7196196416453406,2,0.6468644960412172,2,0.7380992298891609,2,0.02080712047700946,0.728775471679855,2,0.020815818421490564,0.7380992298891609,2,0.020745959927935556,3
8,3,4,0.7863942436542634,6,0.7849820492468736,4,0.7455784262208317,4,0.803936370074702,4,0.015362190645555959,0.8057260956392654,4,0.01527106515865532,0.7855509577632223,4,0.016914967479655554,3
8,3,2,0.7928735035631331,4,0.76195483624991,2,0.708366933050784,2,0.7491532004923684,2,0.021518508624435283,0.751471769148458,2,0.022440628675838264,0.751471769148458,2,0.021405024752122866,3
8,3,4,0.800421803440369,6,0.795167517823005,4,0.7928735035631331,4,0.808308738297881,4,0.014729317361686782,0.8132679748697457,4,0.015258279003917283,0.808308738297881,4,0.014520748615441621,3
8,3,2,0.8162326377218746,3,0.7875825238999461,2,0.8042188882763477,1,0.7874597078659018,2,0.023963514293102287,0.7914238049798604,2,0.023368900130583632,0.7874597078659018,2,0.023851109156066808,4
8,3,4,0.8358547583251924,5,0.8237115662133772,4,0.8162326377218746,3,0.8187370277971308,4,0.017211500846943322,0.8169351113034011,4,0.01695843566435269,0.8253789339319172,4,0.017737428666983617,4
8,3,2,0.7663808732574285,3,0.7437937100796786,2,0.7744092617616244,1,0.7451933150853595,2,0.023349856334453137,0.7401585839509494,2,0.023138640900939957,0.7451933150853595,2,0.02302936457932919,4
