n_features,n_classes,ovr_hellinger,fisher_hard_hellinger,fisher_soft_hellinger,seed
8,5,0.03840208590724823,0.0804602224353655,0.08115353332204814,7
8,5,0.035130674302159395,0.08334124569608599,0.07431665463479663,7
8,5,0.033211089540035856,0.07405127202401313,0.06760328186390174,7
8,5,0.03143968179811385,0.07120143923667863,0.06406894682004956,7
8,5,0.029799333225625946,0.06273368979258596,0.05996219438692696,7
8,5,0.03219969103436485,0.08584369778593853,0.08035410088262915,7
8,5,0.02725764762603179,0.09952687716223818,0.06715823293720041,7
8,5,0.030847671602489374,0.07147630043084853,0.05965404394517051,8
8,5,0.027714072693711813,0.0681783722368464,0.05575000125547419,8
8,5,0.03093943295659723,0.08423685891325912,0.07394383193777825,8
8,5,0.03674198809931672,0.07387173459770262,0.06978313263909675,8
8,5,0.0389905700955434,0.09938838293847076,0.08453224434998216,8
8,5,0.03197539036427612,0.07732633927466849,0.058085554558095186,8
8,5,0.030187746628463925,0.08410650764843923,0.0702354394861033,8
8,5,0.03561674106820453,0.09727568728514292,0.06883973625030233,8
8,5,0.03214178482952571,0.07109065030878763,0.05759233844503967,9
8,5,0.03091627142394467,0.07726436850251703,0.07271896968386568,9
8,5,0.0336243667275472,0.07705506677654221,0.06818965857383955,9
8,5,0.030505619085703806,0.06454656368189912,0.05510343880283192,9
8,5,0.023760941838520327,0.07628519947463337,0.05841897302509043,9
8,5,0.02697654662685281,0.07209479430458271,0.053833260655272865,9
8,5,0.02017274487871802,0.09090115770670448,0.04979564173129669,9
8,5,0.015085532610987171,0.09706992381074742,0.03253055854109154,9
8,5,0.02637176635873096,0.08397270059186597,0.061060762606954526,10
8,5,0.03156789872081666,0.11123842389174557,0.07249382643342106,10
8,5,0.03350177821916716,0.08418537251601695,0.07161021654551011,10
8,5,0.03769815705506778,0.10046665122370164,0.09905008676937507,10
8,5,0.03674728356700049,0.0912704991931419,0.07703664503735443,10
8,5,0.03674802054774223,0.08101348094957794,0.07180161670453189,10
8,5,0.030776772212469425,0.07803155848385056,0.071733933646587,10
8,5,0.03525148884693198,0.08910263058130502,0.07254237792570004,10
8,5,0.03169476819947999,0.09240485085082462,0.0754809756620641,11
8,5,0.026785585470531677,0.07321680067350707,0.05146059005550254,11
8,5,0.03953383907361561,0.09784449446499077,0.09845408786310553,11
8,5,0.037980872816388116,0.07874238625653535,0.0707020991065567,11
8,5,0.0359562009127327,0.10332181750594824,0.0866436976539268,11
8,5,0.03460349746991539,0.08446619392820137,0.07164372481340328,11
8,5,0.02692597314208352,0.0775307965936881,0.054431323181501824,11
8,5,0.034323134847689785,0.08988313612079031,0.07288560047878756,11
